p,d,q,P,D,Q,s,n_params,aic,bic,hqic,llf,converged,runtime_sec,error
1,0,0,2,1,2,12,6,-106.58053099964691,-83.8513624945235,-97.37327598479988,60.290265499823455,True,1.6566321999998763,
1,0,1,0,0,0,12,3,53.79496358889356,67.45936519771124,59.30997217698428,-22.89748179444678,False,0.1788485999986733,
1,0,1,0,0,1,12,4,-22.06355375901755,-5.257092930470424,-15.271503541810628,16.031776879508776,True,0.22669959999984712,
1,0,1,0,0,2,12,5,-11.798496274320215,8.02133317403424,-3.778533948973095,11.899248137160107,True,0.43708779999906255,
1,0,1,0,1,0,12,3,-36.52675093112067,-23.081582268282965,-31.093110757355127,22.263375465560333,True,0.087421499998527,
1,0,1,0,1,1,12,4,-111.67758047160783,-95.16105593131245,-104.99427853381856,60.83879023580391,True,0.546640300000945,
1,0,1,0,1,2,12,5,-109.21587437621994,-89.76539228586209,-101.33601626516247,60.60793718810997,True,1.5532579999999143,
1,0,1,1,0,0,12,4,-71.31942649898356,-54.4895464238743,-64.51864367710755,40.65971324949178,True,0.16642260000116949,
1,0,1,1,0,1,12,5,-113.12538190826403,-92.95762891400747,-104.97492164761573,62.562690954132016,True,0.4371519000014814,
1,0,1,1,0,2,12,6,-118.2976624814512,-95.17452812503767,-108.94103976854623,66.1488312407256,True,1.1362035000001924,
1,0,1,1,1,0,12,4,-65.15683809868023,-48.615499611674196,-58.46418261851139,37.57841904934011,True,0.2252822999998898,
1,0,1,1,1,1,12,5,-117.61949189032154,-97.79966244196709,-109.59952956497442,64.80974594516077,True,0.9819805999995879,
1,0,1,1,1,2,12,6,-108.87816213322165,-86.18593302780415,-99.68499433698793,61.439081066610825,True,1.5470604000001913,
1,0,1,2,0,0,12,5,-78.82257997397991,-58.972973789572684,-70.79139339777731,45.411289986989956,True,0.3822174000015366,
1,0,1,2,0,1,12,6,-117.99579067927255,-94.83791679746412,-108.62607300703618,65.99789533963627,True,1.2186454000002414,
1,0,1,2,0,2,12,7,-117.16957893153096,-90.74313966705836,-106.47629583106814,66.58478946576548,True,1.3215156999995088,
1,0,1,2,1,0,12,5,-84.03605940352355,-64.55391497056064,-76.14412653365466,48.018029701761776,True,0.6821170000002894,
1,0,1,2,1,1,12,6,-102.16793924569811,-79.43877074057471,-92.96068423085107,58.083969622849054,True,1.613184400001046,
1,0,1,2,1,2,12,7,-108.77303406955639,-82.83905794907925,-98.26655658814641,62.386517034778194,True,2.724763600001097,
1,0,2,0,0,0,12,4,53.73523740726368,70.79346766653887,60.620770482781325,-21.86761870363184,True,0.16245859999980894,
1,0,2,0,0,1,12,5,-20.909348573263912,-0.7698309252318367,-12.76942597571599,16.454674286631956,True,0.4446506000003865,
1,0,2,0,0,2,12,6,-12.958540575532588,10.129680990303669,-3.615090485552159,13.479270287766294,True,0.4929873000000953,
1,0,2,0,1,0,12,4,-34.48273474805122,-17.69980337469116,-27.699465916761284,22.24136737402561,True,0.15670329999920796,
1,0,2,0,1,1,12,5,-109.07220104679837,-89.28229684751015,-101.06352954110086,60.536100523399185,True,0.5972400999999081,
1,0,2,0,1,2,12,6,-106.07915224729749,-83.42405850748784,-96.90016070570442,60.03957612364874,True,2.2354589000005944,
1,0,2,1,0,0,12,5,-70.6350745545642,-50.43921846443309,-62.47413516831299,41.3175372772821,True,0.179380300000048,
1,0,2,1,0,1,12,6,-111.63189936985684,-88.13579544715276,-102.13532300605092,62.81594968492842,True,0.5215603999986342,
1,0,2,1,0,2,12,7,-115.20126698332885,-88.81472805094455,-104.5230383090655,65.60063349166442,True,1.250971199999185,
1,0,2,1,1,0,12,5,-64.4003660841791,-44.55075989977187,-56.3691795079765,38.20018304208955,True,0.30658719999883033,
1,0,2,1,1,1,12,6,-115.78318391583329,-92.69496234999704,-106.43973382585287,64.89159195791665,True,1.1314418000001751,
1,0,2,1,1,2,12,7,-107.9983558257983,-82.10682012315871,-97.50807977826337,61.99917791289915,True,2.743427800000063,
1,0,2,2,0,0,12,6,-78.44287204397014,-55.284998162161706,-69.07315437173378,46.22143602198507,True,0.471587100000761,
1,0,2,2,0,1,12,7,-116.54108774031633,-90.07494616110668,-105.83283897204619,66.27054387015816,True,1.5250047000008635,
1,0,2,2,0,2,12,8,-114.45701223116089,-84.77215593222857,-102.44400497261462,66.22850611558044,True,1.8675910999991174,
1,0,2,2,1,0,12,6,-82.38625153050084,-59.65708302537744,-73.17899651565381,48.19312576525042,True,1.1420584999996208,
1,0,2,2,1,1,12,7,-100.86593586472613,-74.88974328744223,-90.34335870490094,58.43296793236306,True,2.675481399999626,
1,0,2,2,1,2,12,8,-106.74647444861081,-77.61849678314127,-94.94491389513402,62.373237224305406,False,3.204582599999412,
1,0,3,0,0,0,12,5,78.44056736408547,98.88359799284618,86.69328150301016,-33.220283682042734,True,0.08347620000131428,
1,0,3,0,0,1,12,6,-1.9798442524022164,21.483162681930253,7.504369161469636,7.989922126201108,True,0.2253861000008328,
1,0,3,0,0,2,12,7,-11.22721686676072,15.119221731035218,-0.5641323646960963,13.61360843338036,True,0.6923244999998133,
1,0,3,0,1,0,12,5,-34.66667224037745,-14.555523439521053,-26.53734645705872,23.333336120188726,True,0.1858698000014556,
1,0,3,0,1,1,12,6,-109.60224757876026,-86.54911380568882,-100.27204863945371,61.80112378938013,True,1.0122347000014997,
1,0,3,0,1,2,12,7,-106.24992778126506,-80.40105884642836,-95.77595612936508,61.12496389063253,True,1.749214600000414,
1,0,3,1,0,0,12,6,-68.65236826811056,-45.090536162957605,-59.13127231748416,41.32618413405528,True,0.253432999999859,
1,0,3,1,0,1,12,7,-113.01334932973316,-86.19848426192462,-102.17424828530818,64.50667466486658,True,0.45991160000085074,
1,0,3,1,0,2,12,8,-111.89749802470723,-82.2577546021868,-99.90152795988453,64.94874901235362,True,1.6169496000002255,
1,0,3,1,1,0,12,6,-62.515060940576916,-39.35718705876848,-53.14534326834055,38.25753047028846,True,0.42584790000000794,
1,0,3,1,1,1,12,7,-114.04571475189601,-87.69927615410008,-103.3826302498314,65.022857375948,True,0.7765246999988449,
1,0,3,1,1,2,12,8,-106.27339754269104,-77.19341999099976,-94.49017943430357,62.13669877134552,True,2.117157099999531,
1,0,3,2,0,0,12,7,-76.55997571267221,-50.09383413346257,-65.85172694440207,46.279987856336106,True,0.8576434999995399,
1,0,3,2,0,1,12,8,-115.07400540052672,-85.29959612391588,-103.0272255362228,66.53700270026336,True,1.438345800001116,
1,0,3,2,0,2,12,9,-113.90278116884207,-80.96973292159714,-100.57392554126129,66.95139058442103,True,2.1173625999999786,
